OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-4493,2022-101G,2022-08-29T14:00:01.000224,15.76641401,.0003429,53.2176,106.2940,354.6146,173.4107,0,U,53533,999,130,-.82737E-2,-.1198678E-1,0
STARLINK-4488,2022-101H,2022-08-29T14:00:01.000224,15.76708907,.0003307,53.2176,106.2901,3.5322,166.5487,0,U,53534,999,130,-.82326E-2,-.1196515E-1,0
STARLINK-4138,2022-101J,2022-08-29T14:00:01.000224,15.76675966,.0003158,53.2176,106.2920,1.2547,167.7957,0,U,53535,999,130,-.82542E-2,-.1197637E-1,0
STARLINK-4053,2022-101K,2022-08-29T14:00:01.000224,15.76743022,.0003067,53.2176,106.2885,1.5407,169.5698,0,U,53536,999,130,-.82292E-2,-.1197545E-1,0
STARLINK-4120,2022-101L,2022-08-29T14:00:01.000224,15.76659833,.0003053,53.2176,106.2933,358.3390,170.1952,0,U,53537,999,130,-.82684E-2,-.1198631E-1,0
STARLINK-4118,2022-101M,2022-08-29T14:00:01.000224,15.76761668,.0003036,53.2176,106.2875,2.6721,168.9429,0,U,53538,999,130,-.82221E-2,-.1197496E-1,0
STARLINK-4123,2022-101N,2022-08-29T14:00:01.000224,15.76691792,.0003008,53.2176,106.2911,6.3718,163.1958,0,U,53539,999,130,-.82399E-2,-.1196452E-1,0
STARLINK-4486,2022-101P,2022-08-29T14:00:01.000224,15.76797769,.0003423,53.2175,106.2854,355.8292,176.8014,0,U,53540,999,130,-.82128E-2,-.1198261E-1,0
STARLINK-4485,2022-101Q,2022-08-29T14:00:01.000224,15.76726490,.0003255,53.2176,106.2891,1.1684,169.4257,0,U,53541,999,130,-.82332E-2,-.1197395E-1,0
STARLINK-4489,2022-101R,2022-08-29T14:00:01.000224,15.76830082,.0003238,53.2175,106.2834,1.8367,171.8231,0,U,53542,999,130,-.81946E-2,-.1197321E-1,0
STARLINK-4297,2022-101S,2022-08-29T14:00:01.000224,15.76778904,.0003242,53.2175,106.2861,0.9799,171.1461,0,U,53543,999,130,-.82145E-2,-.1197465E-1,0
STARLINK-4303,2022-101T,2022-08-29T14:00:01.000224,15.76863961,.0003167,53.2175,106.2814,359.4405,175.2417,0,U,53544,999,130,-.81838E-2,-.1197488E-1,0
STARLINK-4475,2022-101U,2022-08-29T14:00:01.000224,15.76812756,.000323,53.2175,106.2841,357.7143,175.4372,0,U,53545,999,130,-.82054E-2,-.1197891E-1,0
STARLINK-4477,2022-101V,2022-08-29T14:00:01.000224,15.91750153,.0030064,53.2176,105.6863,73.0851,38.3616,0,U,53546,999,130,-.37172E-2,-.1299008E-1,.49097E-3
STARLINK-4474,2022-101W,2022-08-29T14:00:01.000224,15.76846647,.0003286,53.2175,106.2821,357.6917,176.4825,0,U,53547,999,130,-.81926E-2,-.1197882E-1,0
STARLINK-4513,2022-101X,2022-08-29T14:00:01.000224,15.76932333,.0003364,53.2175,106.2775,351.6702,185.0485,0,U,53548,999,130,-.8162E-2,-.1198039E-1,0
STARLINK-4516,2022-101Y,2022-08-29T14:00:01.000224,15.76880049,.0003253,53.2175,106.2801,4.3097,170.8844,0,U,53549,999,130,-.81705E-2,-.1196581E-1,0
STARLINK-4518,2022-101Z,2022-08-29T14:00:01.000224,15.76949165,.0003444,53.2175,106.2765,347.4210,189.8052,0,U,53550,999,130,-.8152E-2,-.1197591E-1,0
STARLINK-4514,2022-101AA,2022-08-29T14:00:01.000224,15.76898034,.0003219,53.2175,106.2791,353.9533,181.7485,0,U,53551,999,130,-.81733E-2,-.119778E-1,0
STARLINK-4495,2022-101AB,2022-08-29T14:00:01.000224,15.77000250,.0003423,53.2175,106.2735,348.4441,190.3044,0,U,53552,999,130,-.8133E-2,-.1197534E-1,0
STARLINK-4501,2022-101AC,2022-08-29T14:00:01.000224,15.76966144,.0003269,53.2175,106.2751,355.1032,182.6316,0,U,53553,999,130,-.81461E-2,-.1197517E-1,0
STARLINK-4506,2022-101AD,2022-08-29T14:00:01.000224,15.77033818,.0003463,53.2175,106.2714,354.1359,185.6278,0,U,53554,999,130,-.81188E-2,-.1197304E-1,0
STARLINK-4504,2022-101AE,2022-08-29T14:00:01.000224,15.76983136,.0003282,53.2175,106.2741,359.1496,179.0920,0,U,53555,999,130,-.81365E-2,-.1197082E-1,0
STARLINK-4505,2022-101AF,2022-08-29T14:00:01.000224,15.77068008,.000332,53.2175,106.2694,357.8989,182.8755,0,U,53556,999,130,-.81058E-2,-.1197139E-1,0
STARLINK-4502,2022-101AG,2022-08-29T14:00:01.000224,15.77016469,.0003617,53.2175,106.2721,346.7377,192.5202,0,U,53557,999,130,-.81231E-2,-.1197142E-1,0
STARLINK-4494,2022-101AH,2022-08-29T14:00:01.000224,15.77100742,.0003347,53.2175,106.2674,357.4183,184.3729,0,U,53558,999,130,-.80939E-2,-.1197158E-1,0
STARLINK-4508,2022-101AJ,2022-08-29T14:00:01.000224,15.77050284,.000341,53.2175,106.2701,353.1739,187.0979,0,U,53559,999,130,-.81111E-2,-.1197047E-1,0
STARLINK-4564,2022-101AK,2022-08-29T14:00:01.000224,15.77134910,.0003629,53.2175,106.2654,347.9723,194.8243,0,U,53560,999,130,-.80776E-2,-.1196835E-1,0
STARLINK-4563,2022-101AL,2022-08-29T14:00:01.000224,15.77085624,.000332,53.2175,106.2680,1.5167,179.7601,0,U,53561,999,130,-.80997E-2,-.119718E-1,0
STARLINK-4565,2022-101AM,2022-08-29T14:00:01.000224,15.77168967,.0003336,53.2175,106.2634,1.5848,182.2209,0,U,53562,999,130,-.80687E-2,-.1197096E-1,0
STARLINK-4561,2022-101AN,2022-08-29T14:00:01.000224,15.77117437,.0003612,53.2175,106.2660,347.7630,194.5321,0,U,53563,999,130,-.80839E-2,-.1196817E-1,0
STARLINK-4577,2022-101AP,2022-08-29T14:00:01.000224,15.77202613,.0003347,53.2175,106.2614,358.5163,186.2951,0,U,53564,999,130,-.80537E-2,-.1196733E-1,0
STARLINK-4575,2022-101AQ,2022-08-29T14:00:01.000224,15.77153473,.0003421,53.2175,106.2640,355.8065,187.4876,0,U,53565,999,130,-.80758E-2,-.1197346E-1,0
STARLINK-4576,2022-101AR,2022-08-29T14:00:01.000224,15.77236447,.000328,53.2175,106.2594,1.8549,183.9622,0,U,53566,999,130,-.80436E-2,-.1196973E-1,0
STARLINK-4585,2022-101AS,2022-08-29T14:00:01.000224,15.77186466,.0003064,53.2175,106.2620,6.5225,177.7820,0,U,53567,999,130,-.80598E-2,-.1196583E-1,0
STARLINK-4583,2022-101AT,2022-08-29T14:00:01.000224,15.77287695,.000329,53.2175,106.2564,2.6319,184.6867,0,U,53568,999,130,-.80253E-2,-.119701E-1,0
STARLINK-4582,2022-101AU,2022-08-29T14:00:01.000224,15.77218588,.0003337,53.2175,106.2600,359.1467,186.1727,0,U,53569,999,130,-.80485E-2,-.1196804E-1,0
STARLINK-4550,2022-101AV,2022-08-29T14:00:01.000224,15.77269414,.0003298,53.2175,106.2575,0.5722,186.2520,0,U,53570,999,130,-.80308E-2,-.1196869E-1,0
STARLINK-4584,2022-101AW,2022-08-29T14:00:01.000224,15.77253062,.0003313,53.2175,106.2580,0.8658,185.4541,0,U,53571,999,130,-.80371E-2,-.119693E-1,0
STARLINK-4555,2022-101AX,2022-08-29T14:00:01.000224,15.77339098,.0003148,53.2175,106.2535,7.5880,181.2256,0,U,53572,999,130,-.80033E-2,-.119646E-1,0
STARLINK-4547,2022-101AY,2022-08-29T14:00:01.000224,15.77305705,.0003167,53.2175,106.2550,6.7339,181.0797,0,U,53573,999,130,-.80198E-2,-.1197063E-1,0
STARLINK-4559,2022-101AZ,2022-08-29T14:00:01.000224,15.77373594,.0003219,53.2175,106.2516,5.6464,184.1642,0,U,53574,999,130,-.79959E-2,-.1197174E-1,0
STARLINK-4551,2022-101BA,2022-08-29T14:00:01.000224,15.77321847,.0003264,53.2175,106.2540,6.0202,182.2975,0,U,53575,999,130,-.80129E-2,-.1196983E-1,0
STARLINK-4581,2022-101BB,2022-08-29T14:00:01.000224,15.77391152,.000314,53.2175,106.2506,6.5965,183.7093,0,U,53576,999,130,-.79903E-2,-.1197219E-1,0
STARLINK-4553,2022-101BC,2022-08-29T14:00:01.000224,15.77357100,.0003291,53.2175,106.2520,5.6000,183.7094,0,U,53577,999,130,-.80016E-2,-.1197189E-1,0
STARLINK-4556,2022-101BD,2022-08-29T14:00:01.000224,15.77406044,.0003085,53.2175,106.2496,5.4533,185.3595,0,U,53578,999,130,-.79804E-2,-.1196579E-1,0
STARLINK-4580,2022-101BE,2022-08-29T14:00:01.000224,15.77416583,.0003276,53.2175,106.2479,1.3632,189.9847,0,U,53579,999,130,-.79772E-2,-.1196781E-1,0
FALCON 9 DEB,2022-101BF,2022-08-29T11:41:48.190848,16.04442591,.0061168,53.2186,106.0067,79.0704,281.7204,0,U,53580,999,156,.69572E-3,.605916E-2,.18584E-3
FALCON 9 DEB,2022-101BG,2022-08-29T01:09:29.326176,16.04552571,.0057641,53.2162,108.2399,78.9661,281.7848,0,U,53581,999,149,.6617E-3,.564401E-2,.16155E-3
FALCON 9 DEB,2022-101BH,2022-08-29T08:28:28.019712,16.06062525,.0054876,53.2153,106.5759,74.3193,286.3887,0,U,53582,999,154,.57501E-3,.531778E-2,.14694E-3
FALCON 9 DEB,2022-101BJ,2022-08-29T08:28:08.040576,16.06066404,.0055394,53.2163,106.5741,75.9678,284.7506,0,U,53583,999,154,.61284E-3,.569251E-2,.16811E-3
CHUANGXIN 16 (CX-16),2022-102A,2022-08-29T15:34:51.538368,14.91643726,.0004655,28.9993,325.8932,319.1741,40.8506,0,U,53586,999,98,.10074E-3,.1172E-4,0
BEIJING-3B,2022-103A,2022-08-29T11:37:40.075968,14.87444931,.0013592,97.9420,310.1053,246.4744,113.5062,0,U,53587,999,80,.5759E-4,.466E-5,0
